torque roll,torque pitch,torque yaw
0.0,0.0,0.0080586076
0.0,0.0,0.0
0.0,0.0,0.4119963348
0.0,0.0,0.7423992753
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
